1 0.4565
2 0.6880
3 0.7832
4 0.8554
5 0.8811
6 0.8975
7 0.9122
8 0.9268
9 0.9387
10 0.9442
11 0.9469
12 0.9488
13 0.9506
14 0.9515
15 0.9561
16 0.9579
17 0.9607
18 0.9616
20 0.9634
21 0.9643
25 0.9652
27 0.9671
28 0.9680
30 0.9698
31 0.9707
32 0.9726
33 0.9753
34 0.9762
35 0.9780
36 0.9790
39 0.9799
40 0.9808
42 0.9817
43 0.9835
48 0.9844
49 0.9854
54 0.9863
63 0.9881
69 0.9899
74 0.9909
76 0.9918
81 0.9927
86 0.9936
87 0.9945
96 0.9954
105 0.9963
124 0.9973
130 0.9982
279 0.9991
1008 1.0000
